,home_team,away_team,home_goals_x,away_goals_x,date_x,round,Ball Possession_home,Ball Possession_away,Goal Attempts_home,Goal Attempts_away,Shots on Goal_home,Shots on Goal_away,Shots off Goal_home,Shots off Goal_away,Blocked Shots_home,Blocked Shots_away,Free Kicks_home,Free Kicks_away,Corner Kicks_home,Corner Kicks_away,Offsides_home,Offsides_away,Throw-ins_home,Throw-ins_away,Goalkeeper Saves_home,Goalkeeper Saves_away,Fouls_home,Fouls_away,Yellow Cards_home,Yellow Cards_away,Total Passes_home,Total Passes_away,Completed Passes_home,Completed Passes_away,Tackles_home,Tackles_away,Attacks_home,Attacks_away,Dangerous Attacks_home,Dangerous Attacks_away,Red Cards_home,Red Cards_away,season,Expected Goals (xG)_home,Expected Goals (xG)_away,Clearances Completed_home,Clearances Completed_away,home_goals_y,away_goals_y,date_y,referee,stadium,capacity,attendance,stadium name,stadium city,Stadium,Club,Location,Opened,Closed,Capacity,Pitch length m,Pitch width m,latitude,longitude,longitude_decimal,latitude_decimal,transformed_date,weather_temperature_[C],weather_precipitation_[mm],weather_wind_[km/h],weather_humidity_[%],weather_cloud_cover_[%],sum_of_goals
34,Brentford,Southampton,3,0,07.05.2022 16:00,36,40,60,18,19,5,4,8,10,5,5,10,9,4,7,0,2,16,13,4,2,12,9,0,1,321,470,219,372,10,17,86,108,37,71,0,0,21-22,-1.0,-1.0,0,0,3,0,07.05.2022 16:00,Salisbury M. (Eng),Brentford Community Stadium (London),17 250,17 051,Brentford Community Stadium,London,Brentford Community Stadium,Brentford,London,2020,,17250,105.0,68.0,51°29′26.97″N,0°17′19.32″W,-0.2887,51.490825,2022-05-07T16:00,17.4,0.0,15.6,63,27,3
35,Burnley,Aston Villa,1,3,07.05.2022 16:00,36,49,51,14,12,6,7,7,2,1,3,13,12,4,5,1,2,18,22,4,5,13,11,1,2,424,446,328,349,16,13,101,98,37,34,0,0,21-22,-1.0,-1.0,0,0,1,3,07.05.2022 16:00,Coote D. (Eng),Turf Moor (Burnley),22 546,20 891,Turf Moor,Burnley,Turf Moor,Burnley,Burnley,1883,,21744,105.0,68.0,53°47′21″N,2°13′49″W,-2.230277777777778,53.78916666666667,2022-05-07T16:00,13.5,0.0,17.1,70,34,4
36,Chelsea,Wolves,2,2,07.05.2022 16:00,36,59,41,19,14,6,4,8,9,5,1,9,9,9,3,2,1,18,15,2,4,7,11,1,3,493,332,399,253,20,18,109,65,55,27,0,0,21-22,-1.0,-1.0,0,0,2,2,07.05.2022 16:00,Bankes P. (Eng),Stamford Bridge (London),40 341,32 190,Stamford Bridge,London,Stamford Bridge,Chelsea,London,1877,,40173,103.0,67.5,51°28′54″N,000°11′28″W,-0.1911111111111111,51.48166666666667,2022-05-07T16:00,16.7,0.0,15.1,67,25,4
37,Crystal Palace,Watford,1,0,07.05.2022 16:00,36,68,32,15,6,7,1,4,2,4,3,14,12,8,5,2,0,25,16,1,6,11,18,2,3,533,248,447,170,11,16,112,71,65,23,0,1,21-22,-1.0,-1.0,0,0,1,0,07.05.2022 16:00,Scott G. (Eng),Selhurst Park (London),25 486,24 622,Selhurst Park,London,Selhurst Park,Crystal Palace,London,1924,,25486,101.0,68.0,51°23′54″N,000°05′08″W,-0.0855555555555555,51.39833333333333,2022-05-07T16:00,16.4,0.1,16.0,68,10,1
38,Manchester Utd,Brentford,3,0,02.05.2022 21:00,35,65,35,9,12,5,4,3,5,1,3,8,7,3,8,3,2,9,18,4,2,4,6,1,0,714,376,651,309,11,9,113,88,36,59,0,0,21-22,-1.0,-1.0,0,0,3,0,02.05.2022 21:00,Kavanagh C. (Eng),Old Trafford (Manchester),75 635,73 482,Old Trafford,Manchester,Old Trafford,Manchester Utd,Manchester,1910,,74031,105.0,68.0,53°27′47″N,002°17′29″W,-2.2913888888888887,53.46305555555556,2022-05-02T21:00,11.4,0.1,13.4,83,100,3
39,West Ham,Arsenal,1,2,01.05.2022 17:30,35,56,44,8,13,3,7,1,4,4,2,9,8,3,7,1,0,23,12,5,2,8,9,2,2,586,454,495,372,11,16,106,101,62,31,0,0,21-22,-1.0,-1.0,0,0,1,2,01.05.2022 17:30,Dean M. (Eng),London Stadium (London),62 500,59 959,London Stadium,London,London StadiumFormerly Olympic Stadium,West Ham,London,2016[28],,62500,105.0,68.0,51°32′19″N,0°0′59″W,-0.0163888888888888,51.53861111111111,2022-05-01T17:30,11.6,0.1,14.1,75,100,3
40,Everton,Chelsea,1,0,01.05.2022 15:00,35,22,78,9,17,4,5,4,7,1,5,10,6,3,8,0,2,20,15,5,3,9,12,3,5,197,720,114,631,13,18,62,112,47,73,0,0,21-22,-1.0,-1.0,0,0,1,0,01.05.2022 15:00,Friend K. (Eng),Goodison Park (Liverpool),39 572,39 256,Goodison Park,Liverpool,Goodison Park,Everton,Liverpool,1892,,39414,100.48,68.0,53°26′20″N,002°57′59″W,-2.966388888888889,53.43888888888888,2022-05-01T15:00,13.2,0.1,10.0,75,100,1
41,Tottenham,Leicester,3,1,01.05.2022 15:00,35,39,61,13,6,7,2,4,3,2,1,8,14,6,3,2,0,16,19,1,4,13,8,2,3,404,627,313,540,20,16,95,140,52,45,0,0,21-22,-1.0,-1.0,0,0,3,1,01.05.2022 15:00,Moss J. (Eng),Tottenham Hotspur Stadium (London),62 850,59 482,Tottenham Hotspur Stadium,London,Tottenham Hotspur Stadium,Tottenham,London,2019,,62850,105.0,68.0,51°36′17″N,000°03′59″W,-0.0663888888888888,51.60472222222222,2022-05-01T15:00,12.6,0.0,10.7,65,100,4
42,Leeds,Manchester City,0,4,30.04.2022 18:30,35,41,59,7,19,2,6,1,6,4,7,4,15,3,6,3,1,25,20,2,2,13,3,1,2,421,617,329,547,29,9,63,147,30,66,0,0,21-22,-1.0,-1.0,0,0,0,4,30.04.2022 18:30,Tierney P. (Eng),Elland Road (Leeds),37 792,35 771,Elland Road,Leeds,Elland Road,Leeds,Leeds,1897,,37608,105.0,68.0,53°46′40″N,001°34′20″W,-1.5722222222222222,53.77777777777778,2022-04-30T18:30,11.3,0.2,11.3,70,91,4
43,Aston Villa,Norwich,2,0,30.04.2022 16:00,35,45,55,21,9,6,3,8,6,7,0,8,19,2,3,3,0,25,32,3,4,16,8,4,1,398,491,307,378,26,12,109,89,39,35,0,0,21-22,-1.0,-1.0,0,0,2,0,30.04.2022 16:00,Brooks J. (Eng),Villa Park (Birmingham),42 789,40 290,Villa Park,Birmingham,Villa Park,Aston Villa,Birmingham,1897,,42530,105.0,68.0,52°30′33″N,001°53′05″W,-1.8847222222222224,52.509166666666665,2022-04-30T16:00,14.9,0.0,13.0,45,90,2
44,Southampton,Crystal Palace,1,2,30.04.2022 16:00,35,39,61,8,14,3,5,3,3,2,6,13,14,6,7,0,4,16,25,3,2,13,11,1,3,326,529,217,424,23,8,119,109,31,49,0,0,21-22,-1.0,-1.0,0,0,1,2,30.04.2022 16:00,Gillett J. (Aus),St. Mary's Stadium (Southampton),32 384,-1,St. Mary's Stadium,Southampton,St Mary's Stadium,Southampton,Southampton,2001,,32384,105.0,68.0,50°54′21″N,001°23′28″W,-1.3911111111111112,50.90583333333333,2022-04-30T16:00,14.0,0.0,11.6,64,71,3
45,Watford,Burnley,1,2,30.04.2022 16:00,35,47,53,13,17,1,6,9,5,3,6,6,12,5,6,1,0,29,27,4,1,13,9,1,2,334,396,213,263,16,16,106,117,52,61,0,0,21-22,-1.0,-1.0,0,0,1,2,30.04.2022 16:00,Pawson C. (Eng),Vicarage Road (Watford),22 200,20 738,Vicarage Road,Watford,Vicarage Road,Watford,Watford,1922,,22200,105.0,68.0,51°39′00″N,000°24′06″W,-0.4016666666666666,51.65,2022-04-30T16:00,15.9,0.0,5.4,42,94,3
46,Wolves,Brighton,0,3,30.04.2022 16:00,35,49,51,11,17,1,9,5,4,5,4,4,5,7,3,1,1,15,20,6,1,6,4,2,1,458,479,361,382,19,22,85,116,34,52,0,0,21-22,-1.0,-1.0,0,0,0,3,30.04.2022 16:00,Hooper S. (Eng),Molineux Stadium (Wolverhampton),31 750,31 243,Molineux Stadium,Wolverhampton,Molineux Stadium,Wolves,Wolverhampton,1889,,31750,105.0,68.0,52°35′25″N,002°07′49″W,-2.1302777777777777,52.59027777777778,2022-04-30T16:00,14.3,0.0,13.1,46,100,3
47,Newcastle,Liverpool,0,1,30.04.2022 13:30,35,34,66,4,24,2,10,1,10,1,4,10,18,0,6,9,1,27,16,9,2,11,11,1,3,274,528,177,434,19,15,101,106,32,45,0,0,21-22,-1.0,-1.0,0,0,0,1,30.04.2022 13:30,Marriner A. (Eng),St. James' Park (Newcastle),52 305,52 281,St. James' Park,Newcastle,St James' Park,Newcastle,Newcastle upon Tyne,1880,,52257,105.0,68.0,54°58′32″N,001°37′18″W,-1.6216666666666666,54.97555555555556,2022-04-30T13:30,16.5,0.0,17.3,43,67,1
48,Manchester Utd,Chelsea,1,1,28.04.2022 20:45,37,35,65,6,21,3,6,1,9,2,6,15,10,2,9,2,3,16,21,5,2,9,12,0,1,345,628,272,556,16,12,57,127,24,76,0,0,21-22,-1.0,-1.0,0,0,1,1,28.04.2022 20:45,Dean M. (Eng),Old Trafford (Manchester),75 635,73 564,Old Trafford,Manchester,Old Trafford,Manchester Utd,Manchester,1910,,74031,105.0,68.0,53°27′47″N,002°17′29″W,-2.2913888888888887,53.46305555555556,2022-04-28T20:45,8.9,0.0,9.1,70,100,2
49,Crystal Palace,Leeds,0,0,25.04.2022 21:00,34,53,47,17,9,7,2,6,4,4,3,10,13,6,3,1,1,31,26,2,7,12,13,2,2,432,392,324,266,13,29,124,100,64,30,0,0,21-22,-1.0,-1.0,0,0,0,0,25.04.2022 21:00,England D. (Eng),Selhurst Park (London),25 486,25 357,Selhurst Park,London,Selhurst Park,Crystal Palace,London,1924,,25486,101.0,68.0,51°23′54″N,000°05′08″W,-0.0855555555555555,51.39833333333333,2022-04-25T21:00,8.1,0.0,10.4,77,0,0
50,Liverpool,Everton,2,0,24.04.2022 17:30,34,83,17,18,9,4,1,11,4,3,4,8,8,13,1,1,0,29,15,1,2,8,8,2,5,787,173,700,95,15,20,170,53,89,30,0,0,21-22,-1.0,-1.0,0,0,2,0,24.04.2022 17:30,Attwell S. (Eng),Anfield (Liverpool),61 276,52 852,Anfield,Liverpool,Anfield,Liverpool,Liverpool,1884,,61276,101.0,68.0,53°25′51″N,002°57′39″W,-2.960833333333333,53.43083333333333,2022-04-24T17:30,13.6,0.0,18.9,48,82,2
51,Brighton,Southampton,2,2,24.04.2022 15:00,34,49,51,8,18,5,5,0,6,3,7,10,12,6,6,2,3,21,33,3,3,12,7,1,0,352,366,229,258,17,13,102,103,57,54,0,0,21-22,-1.0,-1.0,0,0,2,2,24.04.2022 15:00,Jones R. (Eng),Amex Stadium (Brighton),31 876,31 335,Amex Stadium,Brighton,Falmer Stadium,Brighton,Falmer,2011,,31876,105.0,68.0,50°51′42.56″N,00°04′59.8″W,-0.0832777777777777,50.86182222222222,2022-04-24T15:00,16.1,0.0,22.7,45,14,4
52,Burnley,Wolves,1,0,24.04.2022 15:00,34,36,64,14,10,5,4,5,1,4,5,10,11,3,6,5,2,14,26,4,4,8,7,3,1,324,590,240,488,20,28,88,135,32,43,0,0,21-22,-1.0,-1.0,0,0,1,0,24.04.2022 15:00,Taylor A. (Eng),Turf Moor (Burnley),22 546,20 000,Turf Moor,Burnley,Turf Moor,Burnley,Burnley,1883,,21744,105.0,68.0,53°47′21″N,2°13′49″W,-2.230277777777778,53.78916666666667,2022-04-24T15:00,12.9,0.0,22.7,55,81,1
53,Chelsea,West Ham,1,0,24.04.2022 15:00,34,67,33,26,6,5,2,9,2,12,2,10,12,3,1,2,2,16,17,2,4,11,9,1,0,710,354,604,253,11,14,145,71,92,36,0,1,21-22,-1.0,-1.0,0,0,1,0,24.04.2022 15:00,Oliver M. (Eng),Stamford Bridge (London),40 341,32 231,Stamford Bridge,London,Stamford Bridge,Chelsea,London,1877,,40173,103.0,67.5,51°28′54″N,000°11′28″W,-0.1911111111111111,51.48166666666667,2022-04-24T15:00,17.1,0.0,21.2,41,70,1
54,Brentford,Tottenham,0,0,23.04.2022 18:30,34,44,56,15,9,2,0,6,4,7,5,7,7,12,8,1,1,19,19,0,2,8,7,2,1,393,508,297,431,12,11,94,100,50,56,0,0,21-22,-1.0,-1.0,0,0,0,0,23.04.2022 18:30,Atkinson M. (Eng),Brentford Community Stadium (London),17 250,17 072,Brentford Community Stadium,London,Brentford Community Stadium,Brentford,London,2020,,17250,105.0,68.0,51°29′26.97″N,0°17′19.32″W,-0.2887,51.490825,2022-04-23T18:30,14.6,0.0,24.2,61,100,0
55,Leicester,Aston Villa,0,0,23.04.2022 16:00,34,64,36,5,11,2,3,3,4,0,4,14,15,7,6,0,1,28,23,3,2,15,16,3,2,520,289,441,196,13,15,121,73,42,38,0,0,21-22,-1.0,-1.0,0,0,0,0,23.04.2022 16:00,Madley A. (Eng),King Power Stadium (Leicester),32 261,32 185,King Power Stadium,Leicester,King Power StadiumFormerly Walkers Stadium,Leicester,Leicester,2002,,32262,105.0,68.0,52°37′13″N,001°08′32″W,-1.1422222222222222,52.62027777777778,2022-04-23T16:00,13.5,0.0,32.2,65,11,0
56,Manchester City,Watford,5,1,23.04.2022 16:00,34,74,26,21,5,8,2,7,2,6,1,8,8,11,4,0,2,13,12,1,3,9,7,1,0,701,247,615,178,25,11,125,58,63,20,0,0,21-22,-1.0,-1.0,0,0,5,1,23.04.2022 16:00,Friend K. (Eng),Etihad Stadium (Manchester),55 097,53 013,Etihad Stadium,Manchester,City of Manchester Stadium,Manchester City,Manchester,2003[17],,53400,105.0,68.0,53°28′59″N,002°12′01″W,-2.200277777777778,53.48305555555556,2022-04-23T16:00,13.9,0.0,31.3,55,20,6
57,Norwich,Newcastle,0,3,23.04.2022 16:00,34,45,55,5,13,2,7,3,6,0,0,9,12,2,3,1,0,26,27,4,2,11,10,0,2,417,506,313,421,20,15,102,99,49,37,0,0,21-22,-1.0,-1.0,0,0,0,3,23.04.2022 16:00,Kavanagh C. (Eng),Carrow Road (Norwich),27 137,26 910,Carrow Road,Norwich,Carrow Road,Norwich,Norwich,1935,,27359,105.0,68.0,52°37′20″N,001°18′33″E,1.3091666666666668,52.62222222222222,2022-04-23T16:00,12.6,0.0,25.4,69,17,3
58,Arsenal,Manchester Utd,3,1,23.04.2022 13:30,34,55,45,14,14,7,5,5,6,2,3,12,11,1,7,2,2,13,20,4,4,9,12,3,4,507,412,430,337,10,13,121,64,39,42,0,0,21-22,-1.0,-1.0,0,0,3,1,23.04.2022 13:30,Pawson C. (Eng),Emirates Stadium (London),60 704,60 223,Emirates Stadium,London,Emirates Stadium,Arsenal,London,2006,,60704,105.0,68.0,51°33′18″N,000°06′31″W,-0.1086111111111111,51.555,2022-04-23T13:30,16.0,0.1,29.1,55,37,4
59,Burnley,Southampton,2,0,21.04.2022 20:45,30,43,57,16,11,6,3,4,4,6,4,8,8,10,10,3,2,24,20,3,4,7,7,2,2,354,479,244,385,15,15,89,103,50,50,0,0,21-22,-1.0,-1.0,0,0,2,0,21.04.2022 20:45,Attwell S. (Eng),Turf Moor (Burnley),22 546,17 384,Turf Moor,Burnley,Turf Moor,Burnley,Burnley,1883,,21744,105.0,68.0,53°47′21″N,2°13′49″W,-2.230277777777778,53.78916666666667,2022-04-21T20:45,9.4,0.0,24.3,68,0,2
60,Manchester City,Brighton,3,0,20.04.2022 21:00,30,65,35,17,2,5,1,4,1,8,0,8,11,7,4,1,2,16,15,1,2,12,7,0,3,667,353,586,260,16,20,125,81,73,36,0,0,21-22,-1.0,-1.0,0,0,3,0,20.04.2022 21:00,Dean M. (Eng),Etihad Stadium (Manchester),55 097,52 226,Etihad Stadium,Manchester,City of Manchester Stadium,Manchester City,Manchester,2003[17],,53400,105.0,68.0,53°28′59″N,002°12′01″W,-2.200277777777778,53.48305555555556,2022-04-20T21:00,8.9,0.0,15.2,70,37,3
61,Chelsea,Arsenal,2,4,20.04.2022 20:45,25,68,32,11,14,2,4,5,7,4,3,10,7,6,1,1,4,21,17,0,0,7,6,3,1,704,332,588,249,23,20,122,95,58,39,0,0,21-22,-1.0,-1.0,0,0,2,4,20.04.2022 20:45,Moss J. (Eng),Stamford Bridge (London),40 341,32 249,Stamford Bridge,London,Stamford Bridge,Chelsea,London,1877,,40173,103.0,67.5,51°28′54″N,000°11′28″W,-0.1911111111111111,51.48166666666667,2022-04-20T20:45,10.3,0.0,13.6,60,30,6
62,Everton,Leicester,1,1,20.04.2022 20:45,18,37,63,13,11,3,3,8,1,2,7,18,7,5,4,0,1,24,23,2,2,8,17,4,2,353,631,254,511,14,11,114,107,47,49,0,0,21-22,-1.0,-1.0,0,0,1,1,20.04.2022 20:45,Coote D. (Eng),Goodison Park (Liverpool),39 572,39 153,Goodison Park,Liverpool,Goodison Park,Everton,Liverpool,1892,,39414,100.48,68.0,53°26′20″N,002°57′59″W,-2.966388888888889,53.43888888888888,2022-04-20T20:45,10.9,0.0,17.5,60,6,2
63,Newcastle,Crystal Palace,1,0,20.04.2022 20:45,30,36,64,13,10,4,2,3,6,6,2,14,13,2,5,2,3,26,20,2,3,12,12,1,1,347,589,261,490,18,20,96,115,28,47,0,0,21-22,-1.0,-1.0,0,0,1,0,20.04.2022 20:45,Harrington T. (Eng),St. James' Park (Newcastle),52 305,51 938,St. James' Park,Newcastle,St James' Park,Newcastle,Newcastle upon Tyne,1880,,52257,105.0,68.0,54°58′32″N,001°37′18″W,-1.6216666666666666,54.97555555555556,2022-04-20T20:45,5.9,0.0,6.1,94,14,1
64,Liverpool,Manchester Utd,4,0,19.04.2022 21:00,30,72,28,14,2,5,1,6,0,3,1,8,7,9,2,3,2,21,12,1,1,3,6,1,2,897,354,799,258,15,22,167,76,55,16,0,0,21-22,-1.0,-1.0,0,0,4,0,19.04.2022 21:00,Atkinson M. (Eng),Anfield (Liverpool),61 276,52 686,Anfield,Liverpool,Anfield,Liverpool,Liverpool,1884,,61276,101.0,68.0,53°25′51″N,002°57′39″W,-2.960833333333333,53.43083333333333,2022-04-19T21:00,6.5,0.0,7.0,86,18,4
65,Newcastle,Leicester,2,1,17.04.2022 15:15,33,31,69,16,8,7,2,8,2,1,4,10,11,3,5,1,0,25,28,1,5,10,10,2,2,264,584,166,485,26,22,102,106,42,55,0,0,21-22,-1.0,-1.0,0,0,2,1,17.04.2022 15:15,Gillett J. (Aus),St. James' Park (Newcastle),52 305,52 104,St. James' Park,Newcastle,St James' Park,Newcastle,Newcastle upon Tyne,1880,,52257,105.0,68.0,54°58′32″N,001°37′18″W,-1.6216666666666666,54.97555555555556,2022-04-17T15:15,16.1,0.0,17.1,61,32,3
66,West Ham,Burnley,1,1,17.04.2022 15:15,33,61,39,21,9,8,1,8,6,5,2,8,9,13,4,1,1,27,12,0,7,9,10,2,2,506,325,416,219,6,11,96,109,67,34,0,0,21-22,-1.0,-1.0,0,0,1,1,17.04.2022 15:15,Tierney P. (Eng),London Stadium (London),62 500,59 958,London Stadium,London,London StadiumFormerly Olympic Stadium,West Ham,London,2016[28],,62500,105.0,68.0,51°32′19″N,0°0′59″W,-0.0163888888888888,51.53861111111111,2022-04-17T15:15,17.3,0.0,16.9,34,30,2
67,Manchester Utd,Norwich,3,2,16.04.2022 16:00,33,61,39,20,15,9,4,5,7,6,4,6,11,6,7,3,0,18,11,2,6,7,6,0,0,623,386,542,302,16,20,120,81,82,37,0,0,21-22,-1.0,-1.0,0,0,3,2,16.04.2022 16:00,Madley A. (Eng),Old Trafford (Manchester),75 635,73 381,Old Trafford,Manchester,Old Trafford,Manchester Utd,Manchester,1910,,74031,105.0,68.0,53°27′47″N,002°17′29″W,-2.2913888888888887,53.46305555555556,2022-04-16T16:00,19.4,0.0,18.5,53,70,5
68,Southampton,Arsenal,1,0,16.04.2022 16:00,33,24,76,9,23,3,6,1,12,5,5,7,8,6,8,2,0,13,28,6,2,6,6,2,1,213,655,125,580,14,12,65,140,32,105,0,0,21-22,-1.0,-1.0,0,0,1,0,16.04.2022 16:00,Bankes P. (Eng),St. Mary's Stadium (Southampton),32 384,31 465,St. Mary's Stadium,Southampton,St Mary's Stadium,Southampton,Southampton,2001,,32384,105.0,68.0,50°54′21″N,001°23′28″W,-1.3911111111111112,50.90583333333333,2022-04-16T16:00,15.9,0.0,11.7,65,8,1
69,Watford,Brentford,1,2,16.04.2022 16:00,33,51,49,17,16,4,5,8,7,5,4,9,11,6,5,1,0,24,36,3,3,11,9,2,1,396,382,298,282,13,22,100,127,60,41,0,0,21-22,-1.0,-1.0,0,0,1,2,16.04.2022 16:00,Hooper S. (Eng),Vicarage Road (Watford),22 200,21 000,Vicarage Road,Watford,Vicarage Road,Watford,Watford,1922,,22200,105.0,68.0,51°39′00″N,000°24′06″W,-0.4016666666666666,51.65,2022-04-16T16:00,16.7,0.0,11.7,54,10,3
70,Tottenham,Brighton,0,1,16.04.2022 13:30,33,48,52,5,12,0,5,3,5,2,2,12,15,4,4,0,3,23,17,4,0,14,10,3,3,480,499,391,419,15,17,79,113,26,53,0,0,21-22,-1.0,-1.0,0,0,0,1,16.04.2022 13:30,Pawson C. (Eng),Tottenham Hotspur Stadium (London),62 850,58 685,Tottenham Hotspur Stadium,London,Tottenham Hotspur Stadium,Tottenham,London,2019,,62850,105.0,68.0,51°36′17″N,000°03′59″W,-0.0663888888888888,51.60472222222222,2022-04-16T13:30,16.8,0.0,12.7,56,0,1
71,Manchester City,Liverpool,2,2,10.04.2022 17:30,32,55,45,11,6,5,4,4,2,2,0,12,14,4,1,5,2,20,14,2,3,9,11,1,4,566,468,477,371,17,18,100,93,47,33,0,0,21-22,-1.0,-1.0,0,0,2,2,10.04.2022 17:30,Taylor A. (Eng),Etihad Stadium (Manchester),55 097,53 197,Etihad Stadium,Manchester,City of Manchester Stadium,Manchester City,Manchester,2003[17],,53400,105.0,68.0,53°28′59″N,002°12′01″W,-2.200277777777778,53.48305555555556,2022-04-10T17:30,9.5,0.0,6.5,55,90,4
72,Brentford,West Ham,2,0,10.04.2022 15:00,32,47,53,15,5,7,1,3,3,5,1,8,3,4,6,1,2,20,14,1,5,2,6,0,1,477,540,395,455,11,10,81,101,55,43,0,0,21-22,-1.0,-1.0,0,0,2,0,10.04.2022 15:00,Atkinson M. (Eng),Brentford Community Stadium (London),17 250,17 032,Brentford Community Stadium,London,Brentford Community Stadium,Brentford,London,2020,,17250,105.0,68.0,51°29′26.97″N,0°17′19.32″W,-0.2887,51.490825,2022-04-10T15:00,11.9,0.0,16.3,50,48,2
73,Leicester,Crystal Palace,2,1,10.04.2022 15:00,32,51,49,12,11,3,3,3,3,6,5,10,10,3,4,0,0,23,20,2,1,11,12,1,1,511,495,419,413,20,17,113,90,37,27,0,0,21-22,-1.0,-1.0,0,0,2,1,10.04.2022 15:00,Jones R. (Eng),King Power Stadium (Leicester),32 261,31 896,King Power Stadium,Leicester,King Power StadiumFormerly Walkers Stadium,Leicester,Leicester,2002,,32262,105.0,68.0,52°37′13″N,001°08′32″W,-1.1422222222222222,52.62027777777778,2022-04-10T15:00,11.4,0.0,11.7,49,89,3
74,Norwich,Burnley,2,0,10.04.2022 15:00,32,45,55,17,18,6,4,6,9,5,5,12,14,6,7,3,3,18,29,4,4,12,10,1,1,352,412,224,283,10,23,94,130,48,87,0,0,21-22,-1.0,-1.0,0,0,2,0,10.04.2022 15:00,Oliver M. (Eng),Carrow Road (Norwich),27 137,26 361,Carrow Road,Norwich,Carrow Road,Norwich,Norwich,1935,,27359,105.0,68.0,52°37′20″N,001°18′33″E,1.3091666666666668,52.62222222222222,2022-04-10T15:00,10.8,0.0,12.9,50,100,2
75,Aston Villa,Tottenham,0,4,09.04.2022 18:30,32,52,48,19,11,8,5,5,1,6,5,14,13,9,3,1,2,16,11,1,8,12,14,2,3,477,461,415,402,15,20,111,58,75,17,0,0,21-22,-1.0,-1.0,0,0,0,4,09.04.2022 18:30,Scott G. (Eng),Villa Park (Birmingham),42 789,41 949,Villa Park,Birmingham,Villa Park,Aston Villa,Birmingham,1897,,42530,105.0,68.0,52°30′33″N,001°53′05″W,-1.8847222222222224,52.509166666666665,2022-04-09T18:30,7.8,0.0,11.8,57,98,4
76,Arsenal,Brighton,1,2,09.04.2022 16:00,32,65,35,20,8,4,3,5,4,11,1,18,14,11,2,2,2,17,19,1,3,12,19,3,4,512,283,427,200,9,21,121,62,61,21,0,0,21-22,-1.0,-1.0,0,0,1,2,09.04.2022 16:00,Coote D. (Eng),Emirates Stadium (London),60 704,60 112,Emirates Stadium,London,Emirates Stadium,Arsenal,London,2006,,60704,105.0,68.0,51°33′18″N,000°06′31″W,-0.1086111111111111,51.555,2022-04-09T16:00,10.3,0.0,17.7,42,62,3
77,Southampton,Chelsea,0,6,09.04.2022 16:00,32,29,71,4,24,1,14,0,8,3,2,9,11,2,3,0,1,24,18,8,1,11,10,1,0,292,748,215,659,18,29,80,137,26,50,0,0,21-22,-1.0,-1.0,0,0,0,6,09.04.2022 16:00,Friend K. (Eng),St. Mary's Stadium (Southampton),32 384,32 000,St. Mary's Stadium,Southampton,St Mary's Stadium,Southampton,Southampton,2001,,32384,105.0,68.0,50°54′21″N,001°23′28″W,-1.3911111111111112,50.90583333333333,2022-04-09T16:00,10.1,0.0,14.1,47,80,6
78,Watford,Leeds,0,3,09.04.2022 16:00,32,48,52,8,10,1,5,7,5,0,0,9,11,3,7,3,1,40,26,2,1,8,12,2,0,380,412,250,263,21,46,160,110,58,36,0,0,21-22,-1.0,-1.0,0,0,0,3,09.04.2022 16:00,Marriner A. (Eng),Vicarage Road (Watford),22 200,20 957,Vicarage Road,Watford,Vicarage Road,Watford,Watford,1922,,22200,105.0,68.0,51°39′00″N,000°24′06″W,-0.4016666666666666,51.65,2022-04-09T16:00,9.8,0.0,17.2,46,72,3
79,Everton,Manchester Utd,1,0,09.04.2022 13:30,32,33,67,7,12,3,4,2,1,2,7,9,4,5,7,1,2,25,27,4,2,4,10,2,2,307,641,202,520,18,15,110,137,41,95,0,0,21-22,-1.0,-1.0,0,0,1,0,09.04.2022 13:30,Moss J. (Eng),Goodison Park (Liverpool),39 572,39 080,Goodison Park,Liverpool,Goodison Park,Everton,Liverpool,1892,,39414,100.48,68.0,53°26′20″N,002°57′59″W,-2.966388888888889,53.43888888888888,2022-04-09T13:30,7.6,0.1,24.3,65,22,1
80,Newcastle,Wolves,1,0,08.04.2022 21:00,32,41,59,12,5,4,2,3,2,5,1,9,5,1,2,1,0,20,18,2,3,6,13,1,1,378,546,308,453,11,24,89,99,37,45,0,0,21-22,-1.0,-1.0,0,0,1,0,08.04.2022 21:00,Bankes P. (Eng),St. James' Park (Newcastle),52 305,52 164,St. James' Park,Newcastle,St James' Park,Newcastle,Newcastle upon Tyne,1880,,52257,105.0,68.0,54°58′32″N,001°37′18″W,-1.6216666666666666,54.97555555555556,2022-04-08T21:00,2.7,0.0,15.1,70,0,1
81,Burnley,Everton,3,2,06.04.2022 20:30,19,51,49,13,16,4,4,6,4,3,8,16,10,9,6,1,0,36,26,2,1,11,16,2,2,337,325,216,206,11,19,94,90,69,64,0,0,21-22,-1.0,-1.0,0,0,3,2,06.04.2022 20:30,Dean M. (Eng),Turf Moor (Burnley),22 546,19 830,Turf Moor,Burnley,Turf Moor,Burnley,Burnley,1883,,21744,105.0,68.0,53°47′21″N,2°13′49″W,-2.230277777777778,53.78916666666667,2022-04-06T20:30,6.6,2.3,34.2,91,100,5
